image_id,input_path,target_path
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g11,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g11_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g12,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g12_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g13,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g13_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g14,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g14_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g15,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g15_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g16,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g16_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g17,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g17_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g18,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g18_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g19,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g19_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g3,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g3_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g4,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g4_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g5,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g5_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g6,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g6_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g7,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g7_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g8,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g8_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g9,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g9_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g0,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g0_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g1,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g1_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g11,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g11_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g12,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g12_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g13,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g13_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g15,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g15_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g16,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g16_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g17,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g17_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g18,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g18_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g2,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g2_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g3,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g3_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g4,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g4_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g5,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g5_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g6,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g6_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g7,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g7_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g8,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g8_generated.jpg
04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g9,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a6bc24-1a91-4808-8bd9-ca09bbd2fe85_g9_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g0,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g0_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g10,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g10_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g11,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g11_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g12,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g12_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g15,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g15_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g16,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g16_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g17,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g17_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g18,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g18_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g19,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g19_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g2,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g2_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g3,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g3_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g4,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g4_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g5,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g5_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g6,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g6_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g7,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g7_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g9,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g9_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10_generated.jpg
04da4655-451f-44dc-a636-3c006af3c9f5_g0,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g0_generated.jpg
04da4655-451f-44dc-a636-3c006af3c9f5_g1,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g1_generated.jpg
04da4655-451f-44dc-a636-3c006af3c9f5_g2,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g2_generated.jpg
04da4655-451f-44dc-a636-3c006af3c9f5_g3,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g3_generated.jpg
04da4655-451f-44dc-a636-3c006af3c9f5_g4,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04da4655-451f-44dc-a636-3c006af3c9f5_g4_generated.jpg
04f1d33a-7a01-46eb-9b6b-bafb1a88b612_g6,automatic-lens-correction\lens-correction-train-cleaned\04f1d33a-7a01-46eb-9b6b-bafb1a88b612_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04f1d33a-7a01-46eb-9b6b-bafb1a88b612_g6_generated.jpg
0695a5ec-f60b-41e3-a770-14256f6ab09c_g0,automatic-lens-correction\lens-correction-train-cleaned\0695a5ec-f60b-41e3-a770-14256f6ab09c_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0695a5ec-f60b-41e3-a770-14256f6ab09c_g0_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g0,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g0_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g1,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g1_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g10,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g10_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g11,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g11_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g12,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g12_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g13,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g13_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g14,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g14_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g15,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g15_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g16,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g16_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g17,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g17_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g18,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g18_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g19,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g19_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g2,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g2_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g3,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g3_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g5,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g5_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g6,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g6_generated.jpg
079082a9-8070-4cb9-861e-766e7e53f2e9_g7,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\079082a9-8070-4cb9-861e-766e7e53f2e9_g7_generated.jpg
